STEMMING,tokenized_sents,polarity_score,polarity
soundofyogi pritiktanya mainanmulu adohh baca kek keras fisik dan lain saya tidak bisa jabarin batas max bro saya kamu kamu yang sudah baca sudah dewasa sudah ngerti batas batas wajar tuh segimana batas wajar orang beda sesuai,"['soundofyogi', 'pritiktanya', 'mainanmulu', 'adohh', 'baca', 'kek', 'keras', 'fisik', 'dan', 'lain', 'saya', 'tidak', 'bisa', 'jabarin', 'batas', 'max', 'bro', 'saya', 'kamu', 'kamu', 'yang', 'sudah', 'baca', 'sudah', 'dewasa', 'sudah', 'ngerti', 'batas', 'batas', 'wajar', 'tuh', 'segimana', 'batas', 'wajar', 'orang', 'beda', 'sesuai']",-26,-1
dokter gigi bal buka praktik aborsi ilegal 2006 n nmenurut polda bal dokter gigi kaw tangan 1 300 pasien praktik aborsi n nkaw aku tangan aborsi ilegal kasihan pasien rata2 muda https t co xcobhyui2m,"['dokter', 'gigi', 'bal', 'buka', 'praktik', 'aborsi', 'ilegal', '2006', 'n', 'nmenurut', 'polda', 'bal', 'dokter', 'gigi', 'kaw', 'tangan', '1', '300', 'pasien', 'praktik', 'aborsi', 'n', 'nkaw', 'aku', 'tangan', 'aborsi', 'ilegal', 'kasihan', 'pasien', 'rata2', 'muda', 'https', 't', 'co', 'xcobhyui2m']",-7,-1
orangciangsana kene ki genah cinta damai suka keras og wkwk,"['orangciangsana', 'kene', 'ki', 'genah', 'cinta', 'damai', 'suka', 'keras', 'og', 'wkwk']",1,1
perintah provinsi jawa timur buka hotline khusus adu keras seksual perempuan anak sapa 129 https t co 43g5sjmtx1,"['perintah', 'provinsi', 'jawa', 'timur', 'buka', 'hotline', 'khusus', 'adu', 'keras', 'seksual', 'perempuan', 'anak', 'sapa', '129', 'https', 't', 'co', '43g5sjmtx1']",-3,-1
rang keras seksual gubernur jatim buka hotline sapa 129 https t co 06gnonwyri,"['rang', 'keras', 'seksual', 'gubernur', 'jatim', 'buka', 'hotline', 'sapa', '129', 'https', 't', 'co', '06gnonwyri']",-3,-1
efek keras anak tumbuh dewasa poin saya sekali poin 4 rentan alami sakit kronis mana saya sudah sakit asthma jantung hipertensi https t co 0ffalnnr0p,"['efek', 'keras', 'anak', 'tumbuh', 'dewasa', 'poin', 'saya', 'sekali', 'poin', '4', 'rentan', 'alami', 'sakit', 'kronis', 'mana', 'saya', 'sudah', 'sakit', 'asthma', 'jantung', 'hipertensi', 'https', 't', 'co', '0ffalnnr0p']",-19,-1
keras jahat seksual peta home https t co iknzcpbc0z,"['keras', 'jahat', 'seksual', 'peta', 'home', 'https', 't', 'co', 'iknzcpbc0z']",-4,-1
g4kta wkwkw ohhh modal youtube tidak tanya muka agama ya dengan orang yang anggap islam penuh keras video youtube,"['g4kta', 'wkwkw', 'ohhh', 'modal', 'youtube', 'tidak', 'tanya', 'muka', 'agama', 'ya', 'dengan', 'orang', 'yang', 'anggap', 'islam', 'penuh', 'keras', 'video', 'youtube']",-10,-1
hidup penuh keras hati bawa dalam hidup sejahtera,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']",-3,-1
i do believe korban keras sexual akses aborsi pasien hamil resiko n ntapi ya tidak munafik konsumen jasa mayoritas anut safe have fun dahulu,"['i', 'do', 'believe', 'korban', 'keras', 'sexual', 'akses', 'aborsi', 'pasien', 'hamil', 'resiko', 'n', 'ntapi', 'ya', 'tidak', 'munafik', 'konsumen', 'jasa', 'mayoritas', 'anut', 'safe', 'have', 'fun', 'dahulu']",-11,-1
luminye pasal 1 ayat 1 tidak buat keras ryu,"['luminye', 'pasal', '1', 'ayat', '1', 'tidak', 'buat', 'keras', 'ryu']",-12,-1
wahid sudah tahan pakai keras noliv pikir pergi surat drop out sebar busuk parah langsung ruang,"['wahid', 'sudah', 'tahan', 'pakai', 'keras', 'noliv', 'pikir', 'pergi', 'surat', 'drop', 'out', 'sebar', 'busuk', 'parah', 'langsung', 'ruang']",-16,-1
sentimen anti tionghoa kuat akan bahan bakar benar aksi keri keras jarah perkosa https t co yhycvrsz2w,"['sentimen', 'anti', 'tionghoa', 'kuat', 'akan', 'bahan', 'bakar', 'benar', 'aksi', 'keri', 'keras', 'jarah', 'perkosa', 'https', 't', 'co', 'yhycvrsz2w']",-19,-1
diri rumah aman korban keras perempuan anak anies nilai konsisten peduli,"['diri', 'rumah', 'aman', 'korban', 'keras', 'perempuan', 'anak', 'anies', 'nilai', 'konsisten', 'peduli']",3,1
a thread n nmau cerita alam keras saya alami kemarin laundry daerah meruya atiati ya guys yang ngekos meruya deket mercu,"['a', 'thread', 'n', 'nmau', 'cerita', 'alam', 'keras', 'saya', 'alami', 'kemarin', 'laundry', 'daerah', 'meruya', 'atiati', 'ya', 'guys', 'yang', 'ngekos', 'meruya', 'deket', 'mercu']",-10,-1
bullying stops here n nsaatnya suara serius kait rundung n nhai nur akhlika dea s kelompok 28 n nmari cegah henti tindak keras ajar paham n n generasiantibullying n p5 n smaypvdp https t co pf9xaujzma,"['bullying', 'stops', 'here', 'n', 'nsaatnya', 'suara', 'serius', 'kait', 'rundung', 'n', 'nhai', 'nur', 'akhlika', 'dea', 's', 'kelompok', '28', 'n', 'nmari', 'cegah', 'henti', 'tindak', 'keras', 'ajar', 'paham', 'n', 'n', 'generasiantibullying', 'n', 'p5', 'n', 'smaypvdp', 'https', 't', 'co', 'pf9xaujzma']",-18,-1
rajangibuldunia republikaonline saja,"['rajangibuldunia', 'republikaonline', 'saja']",-3,-1
hidup penuh keras hati bawa dalam hidup sejahtera,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']",-3,-1
jnb juliana data orang yang minjam npake keras sekali,"['jnb', 'juliana', 'data', 'orang', 'yang', 'minjam', 'npake', 'keras', 'sekali']",-9,-1
menteri sosial mensos tri rismaharini buat modul upaya kurang keras seksual alami anak disabilitas modul parenting tangan anak anak disabilitas,"['menteri', 'sosial', 'mensos', 'tri', 'rismaharini', 'buat', 'modul', 'upaya', 'kurang', 'keras', 'seksual', 'alami', 'anak', 'disabilitas', 'modul', 'parenting', 'tangan', 'anak', 'anak', 'disabilitas']",-3,-1
kalau bang rhoma irama tuh ber doxa mv wkwkwk beat musik asyik n1 gunting darah n2 sensualitas bathup n3 minum minum n4 keras permen n5 mubazir makan n6 vandalisme n ndoxa mv teaser 1 n n secret number n doxa n 5ecretnumber https t co 3wlu7tfvah,"['kalau', 'bang', 'rhoma', 'irama', 'tuh', 'ber', 'doxa', 'mv', 'wkwkwk', 'beat', 'musik', 'asyik', 'n1', 'gunting', 'darah', 'n2', 'sensualitas', 'bathup', 'n3', 'minum', 'minum', 'n4', 'keras', 'permen', 'n5', 'mubazir', 'makan', 'n6', 'vandalisme', 'n', 'ndoxa', 'mv', 'teaser', '1', 'n', 'n', 'secret', 'number', 'n', 'doxa', 'n', '5ecretnumber', 'https', 't', 'co', '3wlu7tfvah']",5,1
nih susah karena tidak yang aborsi tuh korban pemerkosn tidak begitu ya biar korban keras seksual tuh akses seperti gin jdinya masuk legal benar aborsi tapi khusus korban saja,"['nih', 'susah', 'karena', 'tidak', 'yang', 'aborsi', 'tuh', 'korban', 'pemerkosn', 'tidak', 'begitu', 'ya', 'biar', 'korban', 'keras', 'seksual', 'tuh', 'akses', 'seperti', 'gin', 'jdinya', 'masuk', 'legal', 'benar', 'aborsi', 'tapi', 'khusus', 'korban', 'saja']",-43,-1
latih thailand sritaro insiden lari bench main indonesia kali lari bench lari senang normal buat lari n n https t co ovhy23etes,"['latih', 'thailand', 'sritaro', 'insiden', 'lari', 'bench', 'main', 'indonesia', 'kali', 'lari', 'bench', 'lari', 'senang', 'normal', 'buat', 'lari', 'n', 'n', 'https', 't', 'co', 'ovhy23etes']",-7,-1
e100ss halah cari alas psikopat ya psikopat banyak juga orang susah yang tidak mukul anak2 nya banyak juga yang ber medsos tidak keras anak masalah nya mana,"['e100ss', 'halah', 'cari', 'alas', 'psikopat', 'ya', 'psikopat', 'banyak', 'juga', 'orang', 'susah', 'yang', 'tidak', 'mukul', 'anak2', 'nya', 'banyak', 'juga', 'yang', 'ber', 'medsos', 'tidak', 'keras', 'anak', 'masalah', 'nya', 'mana']",-35,-1
jnb juliana tra pakai keras kalau begitu yah kebun binatang keluar samua,"['jnb', 'juliana', 'tra', 'pakai', 'keras', 'kalau', 'begitu', 'yah', 'kebun', 'binatang', 'keluar', 'samua']",-8,-1
pemkab batang gelar sosialisasi tindak keras seksual anak nhttps t co 6ru9vzlabo,"['pemkab', 'batang', 'gelar', 'sosialisasi', 'tindak', 'keras', 'seksual', 'anak', 'nhttps', 't', 'co', '6ru9vzlabo']",-2,-1
sudah main keras konteks sudah beda lari 1 orang main kena prank pluit pas nyamain duduk sekampoooong thai ngapain indo staff ikut mukul,"['sudah', 'main', 'keras', 'konteks', 'sudah', 'beda', 'lari', '1', 'orang', 'main', 'kena', 'prank', 'pluit', 'pas', 'nyamain', 'duduk', 'sekampoooong', 'thai', 'ngapain', 'indo', 'staff', 'ikut', 'mukul']",-8,-1
kontroversi laga sepak bola indonesia vs thailand n nfinal tanding sepak bola indonesia thailand tuai kritik langgar atur tindak keras https t co 0qei81wv6t,"['kontroversi', 'laga', 'sepak', 'bola', 'indonesia', 'vs', 'thailand', 'n', 'nfinal', 'tanding', 'sepak', 'bola', 'indonesia', 'thailand', 'tuai', 'kritik', 'langgar', 'atur', 'tindak', 'keras', 'https', 't', 'co', '0qei81wv6t']",-13,-1
enjiluv semangat kak moga keluarga kasih putus yang orang kaya begitu sudah tidak maafin sih sudah main tangan keras serikat tuntut biar efek jera,"['enjiluv', 'semangat', 'kak', 'moga', 'keluarga', 'kasih', 'putus', 'yang', 'orang', 'kaya', 'begitu', 'sudah', 'tidak', 'maafin', 'sih', 'sudah', 'main', 'tangan', 'keras', 'serikat', 'tuntut', 'biar', 'efek', 'jera']",-9,-1
tekan keras perempuan anak khofifah sedia hotline sapa 129 takut lapor nhttps t co 1tnnqdqudu n nfollow google berita https t co nfecdo46tg n beritaviral berita news bangsaonline https t co cp75i6y9dj,"['tekan', 'keras', 'perempuan', 'anak', 'khofifah', 'sedia', 'hotline', 'sapa', '129', 'takut', 'lapor', 'nhttps', 't', 'co', '1tnnqdqudu', 'n', 'nfollow', 'google', 'berita', 'https', 't', 'co', 'nfecdo46tg', 'n', 'beritaviral', 'berita', 'news', 'bangsaonline', 'https', 't', 'co', 'cp75i6y9dj']",-9,-1
sudjatmiko26 geiszchalifah saifulmujani litbangkompas kedaikopisurvei chartapolitika mesti nya awal umum hasil survei survei biaya si a b dan lain kah kah,"['sudjatmiko26', 'geiszchalifah', 'saifulmujani', 'litbangkompas', 'kedaikopisurvei', 'chartapolitika', 'mesti', 'nya', 'awal', 'umum', 'hasil', 'survei', 'survei', 'biaya', 'si', 'a', 'b', 'dan', 'lain', 'kah', 'kah']",-3,-1
prototipe desain karakter 3 anggota klub kawan keras katak kiri andi wiratmaja si ahli trik kartu aprilia lulu si ahli robotika satria laksana si ahli beladiri aikido https t co pcmevbcfa9,"['prototipe', 'desain', 'karakter', '3', 'anggota', 'klub', 'kawan', 'keras', 'katak', 'kiri', 'andi', 'wiratmaja', 'si', 'ahli', 'trik', 'kartu', 'aprilia', 'lulu', 'si', 'ahli', 'robotika', 'satria', 'laksana', 'si', 'ahli', 'beladiri', 'aikido', 'https', 't', 'co', 'pcmevbcfa9']",1,1
bullying stops here n nsaatnya suara serius kait rundung n nhai jesslyn aulia rumende kelompok 28 n nmari cegah henti tindak keras ajar paham n n generasiantibullying n p5 n smaypvdp https t co igkyypvprx,"['bullying', 'stops', 'here', 'n', 'nsaatnya', 'suara', 'serius', 'kait', 'rundung', 'n', 'nhai', 'jesslyn', 'aulia', 'rumende', 'kelompok', '28', 'n', 'nmari', 'cegah', 'henti', 'tindak', 'keras', 'ajar', 'paham', 'n', 'n', 'generasiantibullying', 'n', 'p5', 'n', 'smaypvdp', 'https', 't', 'co', 'igkyypvprx']",-18,-1
wafrre seram sekali kak keras kak nama kak kak setooo liat,"['wafrre', 'seram', 'sekali', 'kak', 'keras', 'kak', 'nama', 'kak', 'kak', 'setooo', 'liat']",-4,-1
leceh keras seksual bapak,"['leceh', 'keras', 'seksual', 'bapak']",-5,-1
arak ara sea games 2023 19 4 tutup jalan sudirman benhil parah serta arak ara masuk jalur pt transjakarta halang gera bus jalur bus steril n nv ekispace https t co oyjfu1kinf,"['arak', 'ara', 'sea', 'games', '2023', '19', '4', 'tutup', 'jalan', 'sudirman', 'benhil', 'parah', 'serta', 'arak', 'ara', 'masuk', 'jalur', 'pt', 'transjakarta', 'halang', 'gera', 'bus', 'jalur', 'bus', 'steril', 'n', 'nv', 'ekispace', 'https', 't', 'co', 'oyjfu1kinf']",-12,-1
diri center for indonesia s strategic development initiatives diah satyani saminarsih tindak kriminal aborsi ilegal perintah bijak aborsi korban keras seksual n nhttps t co gjjnpjnrgz https t co cj0mevwtu7,"['diri', 'center', 'for', 'indonesia', 's', 'strategic', 'development', 'initiatives', 'diah', 'satyani', 'saminarsih', 'tindak', 'kriminal', 'aborsi', 'ilegal', 'perintah', 'bijak', 'aborsi', 'korban', 'keras', 'seksual', 'n', 'nhttps', 't', 'co', 'gjjnpjnrgz', 'https', 't', 'co', 'cj0mevwtu7']",-12,-1
2023 30 anak kota surabaya alami keras faktor utama ban keluarga https t co uwub5ffvop https t co niftwdegym,"['2023', '30', 'anak', 'kota', 'surabaya', 'alami', 'keras', 'faktor', 'utama', 'ban', 'keluarga', 'https', 't', 'co', 'uwub5ffvop', 'https', 't', 'co', 'niftwdegym']",-7,-1
peringkat 3 sudah asa juara dunia cabor ngalah cabor nyumbang 1 medali keras,"['peringkat', '3', 'sudah', 'asa', 'juara', 'dunia', 'cabor', 'ngalah', 'cabor', 'nyumbang', '1', 'medali', 'keras']",4,1
jogmfs keras,"['jogmfs', 'keras']",0,1
hrvdruto userjeonjk dahhh tidak boleh tengkar tidak boleh keras,"['hrvdruto', 'userjeonjk', 'dahhh', 'tidak', 'boleh', 'tengkar', 'tidak', 'boleh', 'keras']",-10,-1
jogmfs bentar bentar cinta language physical attack batas nyubit sampai keras pacar nama bentuk keras apa mukul nendang sudah masuk keras bisa lindung lsm satgas lurah udahan ajaa,"['jogmfs', 'bentar', 'bentar', 'cinta', 'language', 'physical', 'attack', 'batas', 'nyubit', 'sampai', 'keras', 'pacar', 'nama', 'bentuk', 'keras', 'apa', 'mukul', 'nendang', 'sudah', 'masuk', 'keras', 'bisa', 'lindung', 'lsm', 'satgas', 'lurah', 'udahan', 'ajaa']",-2,-1
sevenisyou randomworldwar orang tidak pakai keras bodo2in saja sudah pada nurut,"['sevenisyou', 'randomworldwar', 'orang', 'tidak', 'pakai', 'keras', 'bodo2in', 'saja', 'sudah', 'pada', 'nurut']",-10,-1
karen s diner bal layan alami keras fisik langgan kumparanfood newsupdate https t co mksdgex2kj,"['karen', 's', 'diner', 'bal', 'layan', 'alami', 'keras', 'fisik', 'langgan', 'kumparanfood', 'newsupdate', 'https', 't', 'co', 'mksdgex2kj']",-1,-1
viral kelompok tari sintren brebes alami keras leceh seksual pentas dp3kb pemkab brebes n nhttps t co qxmmrkmwhs,"['viral', 'kelompok', 'tari', 'sintren', 'brebes', 'alami', 'keras', 'leceh', 'seksual', 'pentas', 'dp3kb', 'pemkab', 'brebes', 'n', 'nhttps', 't', 'co', 'qxmmrkmwhs']",-12,-1
kenal enabler sosok bungkam musuh korban sintas keras seksual https t co ryehvb2hhw,"['kenal', 'enabler', 'sosok', 'bungkam', 'musuh', 'korban', 'sintas', 'keras', 'seksual', 'https', 't', 'co', 'ryehvb2hhw']",-10,-1
jungkookidd aing sih iya tekan serang psikologis mental kategori keras ya salah satu gaslighting,"['jungkookidd', 'aing', 'sih', 'iya', 'tekan', 'serang', 'psikologis', 'mental', 'kategori', 'keras', 'ya', 'salah', 'satu', 'gaslighting']",-8,-1
kawal keras seksual adil lama https t co srao0crcav,"['kawal', 'keras', 'seksual', 'adil', 'lama', 'https', 't', 'co', 'srao0crcav']",-4,-1
guna media sosial medsos sehat salah timbul keras anak kota surabaya n n surabaya picukekerasan medsos kekerasananak nhttps t co ytvluvbne9,"['guna', 'media', 'sosial', 'medsos', 'sehat', 'salah', 'timbul', 'keras', 'anak', 'kota', 'surabaya', 'n', 'n', 'surabaya', 'picukekerasan', 'medsos', 'kekerasananak', 'nhttps', 't', 'co', 'ytvluvbne9']",0,1
mohon henti tuntut dasar restorative justice aju perkara curi atur pasal 362 kuhp perkara keras rumah tangga kdrt keras anak atur,"['mohon', 'henti', 'tuntut', 'dasar', 'restorative', 'justice', 'aju', 'perkara', 'curi', 'atur', 'pasal', '362', 'kuhp', 'perkara', 'keras', 'rumah', 'tangga', 'kdrt', 'keras', 'anak', 'atur']",-27,-1
keras anak jatim capai 1161 pemprov buka hotline adu 24 jam nhttps t co mj00fr4qqz,"['keras', 'anak', 'jatim', 'capai', '1161', 'pemprov', 'buka', 'hotline', 'adu', '24', 'jam', 'nhttps', 't', 'co', 'mj00fr4qqz']",-4,-1
marimar aauw bahas irasjafii ujung2nya bahas keras seksual aborsi kontrasepsi emergency yhaaa gimana,"['marimar', 'aauw', 'bahas', 'irasjafii', 'ujung2nya', 'bahas', 'keras', 'seksual', 'aborsi', 'kontrasepsi', 'emergency', 'yhaaa', 'gimana']",1,1
pawai bendera nasional israel yerusalem khawatir picu keras https t co jjfyngbei6,"['pawai', 'bendera', 'nasional', 'israel', 'yerusalem', 'khawatir', 'picu', 'keras', 'https', 't', 'co', 'jjfyngbei6']",-7,-1
2 n ngerakan bentuk protes perintah otoriter orde perintah orde otoriter keras langgar ham bungkam demokrasi https t co 84uwmjnx7e,"['2', 'n', 'ngerakan', 'bentuk', 'protes', 'perintah', 'otoriter', 'orde', 'perintah', 'orde', 'otoriter', 'keras', 'langgar', 'ham', 'bungkam', 'demokrasi', 'https', 't', 'co', '84uwmjnx7e']",4,1
perhati norma kuhp npenentuan usia hamil 14 minggu korban keras seksual indikasi darurat medis tidak batas,"['perhati', 'norma', 'kuhp', 'npenentuan', 'usia', 'hamil', '14', 'minggu', 'korban', 'keras', 'seksual', 'indikasi', 'darurat', 'medis', 'tidak', 'batas']",-20,-1
relyourbae2 sudah tidak pikir nikah trauma nikah sudah tunjukin keluarga keras selingkuh tinggal jelas baby new bord sudah trauma,"['relyourbae2', 'sudah', 'tidak', 'pikir', 'nikah', 'trauma', 'nikah', 'sudah', 'tunjukin', 'keluarga', 'keras', 'selingkuh', 'tinggal', 'jelas', 'baby', 'new', 'bord', 'sudah', 'trauma']",-13,-1
angka keras perempuan anak banjarmasin https t co uog97hrdmd https t co tcd1qxm947,"['angka', 'keras', 'perempuan', 'anak', 'banjarmasin', 'https', 't', 'co', 'uog97hrdmd', 'https', 't', 'co', 'tcd1qxm947']",0,1
tahu anak pulang bapak anak anak sholat maghrib masjid datang rumah tahu n n singkat cerita besok rabu ayah dilaporin denpom residen polisi militer tuduh keras sekap,"['tahu', 'anak', 'pulang', 'bapak', 'anak', 'anak', 'sholat', 'maghrib', 'masjid', 'datang', 'rumah', 'tahu', 'n', 'n', 'singkat', 'cerita', 'besok', 'rabu', 'ayah', 'dilaporin', 'denpom', 'residen', 'polisi', 'militer', 'tuduh', 'keras', 'sekap']",-3,-1
30 keras surabaya lapor picu https t co ntse3z9y5w,"['30', 'keras', 'surabaya', 'lapor', 'picu', 'https', 't', 'co', 'ntse3z9y5w']",2,1
5n trends 5ecretnumber kalau bang rhoma irama tuh ber doxa mv wkwkwkwk tap beat musik asyik n1 gunting darah n2 sensualitas bathup n3 minum minum n4 keras permen n5 mubazir makan n6 vandalisme n ndoxa mv teaser 1 n n secret number n doxa n 5ecretnumber https t co g6uty2eckq,"['5n', 'trends', '5ecretnumber', 'kalau', 'bang', 'rhoma', 'irama', 'tuh', 'ber', 'doxa', 'mv', 'wkwkwkwk', 'tap', 'beat', 'musik', 'asyik', 'n1', 'gunting', 'darah', 'n2', 'sensualitas', 'bathup', 'n3', 'minum', 'minum', 'n4', 'keras', 'permen', 'n5', 'mubazir', 'makan', 'n6', 'vandalisme', 'n', 'ndoxa', 'mv', 'teaser', '1', 'n', 'n', 'secret', 'number', 'n', 'doxa', 'n', '5ecretnumber', 'https', 't', 'co', 'g6uty2eckq']",2,1
film pendek judul klitih karya lapas sleman cebong film cerita aksi nakal anak pr https t co pf2u82il7y,"['film', 'pendek', 'judul', 'klitih', 'karya', 'lapas', 'sleman', 'cebong', 'film', 'cerita', 'aksi', 'nakal', 'anak', 'pr', 'https', 't', 'co', 'pf2u82il7y']",-1,-1
hidup penuh keras hati bawa dalam hidup sejahtera,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']",-3,-1
luenamovas hobi keras,"['luenamovas', 'hobi', 'keras']",0,1
bnpt tinggal keras kunjung eks napiter jatim https t co dmbahp2bgb,"['bnpt', 'tinggal', 'keras', 'kunjung', 'eks', 'napiter', 'jatim', 'https', 't', 'co', 'dmbahp2bgb']",-5,-1
jakaady keras dipegangin ramean dikelitikin pakai kemoceng bulu ayam kayak tidak apa,"['jakaady', 'keras', 'dipegangin', 'ramean', 'dikelitikin', 'pakai', 'kemoceng', 'bulu', 'ayam', 'kayak', 'tidak', 'apa']",-11,-1
kapolresta pekanbaru kombes pol jefri r p siagian s i k m h damping pju polresta pekanbaru laksana press release ungkap laku tindak pidana curi keras peras ancam n n togetherwearestrong n sicepatpresisi https t co ip7b5qotlc,"['kapolresta', 'pekanbaru', 'kombes', 'pol', 'jefri', 'r', 'p', 'siagian', 's', 'i', 'k', 'm', 'h', 'damping', 'pju', 'polresta', 'pekanbaru', 'laksana', 'press', 'release', 'ungkap', 'laku', 'tindak', 'pidana', 'curi', 'keras', 'peras', 'ancam', 'n', 'n', 'togetherwearestrong', 'n', 'sicepatpresisi', 'https', 't', 'co', 'ip7b5qotlc']",-11,-1
ajar tahan keras agama hina n npelajar anggap negara negara barat amerika serikat inggris australia ancam agama budaya indonesia n nhttps t co z9lpabtvi1,"['ajar', 'tahan', 'keras', 'agama', 'hina', 'n', 'npelajar', 'anggap', 'negara', 'negara', 'barat', 'amerika', 'serikat', 'inggris', 'australia', 'ancam', 'agama', 'budaya', 'indonesia', 'n', 'nhttps', 't', 'co', 'z9lpabtvi1']",-18,-1
ray kairi a wisesa k xxtravert komentar desta statement selingkuh pribadi beda kdrt selingkuh keras n nsemoga bantu,"['ray', 'kairi', 'a', 'wisesa', 'k', 'xxtravert', 'komentar', 'desta', 'statement', 'selingkuh', 'pribadi', 'beda', 'kdrt', 'selingkuh', 'keras', 'n', 'nsemoga', 'bantu']",-13,-1
tangan keras seksual anak tangsel lamban rpa partai https t co rtqf1b224y,"['tangan', 'keras', 'seksual', 'anak', 'tangsel', 'lamban', 'rpa', 'partai', 'https', 't', 'co', 'rtqf1b224y']",4,1
letmebeyourpal suporterfc point saya disalahin sananta provokasi yang salah provokasi yang salah ya yang naggepin provokasi lebih keras fisik main tangan njadi no 19 komang kena tetap tidak thailand hitung sudah,"['letmebeyourpal', 'suporterfc', 'point', 'saya', 'disalahin', 'sananta', 'provokasi', 'yang', 'salah', 'provokasi', 'yang', 'salah', 'ya', 'yang', 'naggepin', 'provokasi', 'lebih', 'keras', 'fisik', 'main', 'tangan', 'njadi', 'no', '19', 'komang', 'kena', 'tetap', 'tidak', 'thailand', 'hitung', 'sudah']",-27,-1
meanwhile si wonwoo n nhahhahahahahahaahahah https t co 5fg36h3sfe,"['meanwhile', 'si', 'wonwoo', 'n', 'nhahhahahahahahaahahah', 'https', 't', 'co', '5fg36h3sfe']",0,1
identitas sumardji perwira polisi pangkat komisaris kombes kejut media vietnam sangka sosok korban keras orang satu polisi indonesia nhttps t co gpxcnpgddl,"['identitas', 'sumardji', 'perwira', 'polisi', 'pangkat', 'komisaris', 'kombes', 'kejut', 'media', 'vietnam', 'sangka', 'sosok', 'korban', 'keras', 'orang', 'satu', 'polisi', 'indonesia', 'nhttps', 't', 'co', 'gpxcnpgddl']",7,1
profokiev nayvan ancam keras kalau sulit,"['profokiev', 'nayvan', 'ancam', 'keras', 'kalau', 'sulit']",-5,-1
skill keras ter asah melbu nduwe skill anyar ngawe senjata nganggo barang sederhana njuk nek metu ojo lali gabung kelompok sek luwih extrim sek ono backup e,"['skill', 'keras', 'ter', 'asah', 'melbu', 'nduwe', 'skill', 'anyar', 'ngawe', 'senjata', 'nganggo', 'barang', 'sederhana', 'njuk', 'nek', 'metu', 'ojo', 'lali', 'gabung', 'kelompok', 'sek', 'luwih', 'extrim', 'sek', 'ono', 'backup', 'e']",-15,-1
kapolresta pekanbaru kombes pol jefri r p siagian s i k m h damping pju polresta pekanbaru laksana press release ungkap laku tindak pidana curi keras peras ancam n n togetherwearestrong n sicepatpresisi https t co d00ju1akfh,"['kapolresta', 'pekanbaru', 'kombes', 'pol', 'jefri', 'r', 'p', 'siagian', 's', 'i', 'k', 'm', 'h', 'damping', 'pju', 'polresta', 'pekanbaru', 'laksana', 'press', 'release', 'ungkap', 'laku', 'tindak', 'pidana', 'curi', 'keras', 'peras', 'ancam', 'n', 'n', 'togetherwearestrong', 'n', 'sicepatpresisi', 'https', 't', 'co', 'd00ju1akfh']",-11,-1
tiada diskusi ruukesehatan kali kait isu aborsi bareng idhoen npada dasar aborsi tindak pidana kuhp kecuali keras seksual yang sebab hamil indikasi kdaruratan medis pasal 463 kuhp,"['tiada', 'diskusi', 'ruukesehatan', 'kali', 'kait', 'isu', 'aborsi', 'bareng', 'idhoen', 'npada', 'dasar', 'aborsi', 'tindak', 'pidana', 'kuhp', 'kecuali', 'keras', 'seksual', 'yang', 'sebab', 'hamil', 'indikasi', 'kdaruratan', 'medis', 'pasal', '463', 'kuhp']",-23,-1
keras teman cinta languagenya physical attack https t co g3dbhb6fmt,"['keras', 'teman', 'cinta', 'languagenya', 'physical', 'attack', 'https', 't', 'co', 'g3dbhb6fmt']",2,1
kapolresta pekanbaru kombes pol jefri r p siagian s i k m h damping pju polresta pekanbaru laksana press release ungkap laku tindak pidana curi keras peras ancam n n togetherwearestrong n sicepatpresisi https t co ihd57fozbt,"['kapolresta', 'pekanbaru', 'kombes', 'pol', 'jefri', 'r', 'p', 'siagian', 's', 'i', 'k', 'm', 'h', 'damping', 'pju', 'polresta', 'pekanbaru', 'laksana', 'press', 'release', 'ungkap', 'laku', 'tindak', 'pidana', 'curi', 'keras', 'peras', 'ancam', 'n', 'n', 'togetherwearestrong', 'n', 'sicepatpresisi', 'https', 't', 'co', 'ihd57fozbt']",-11,-1
bnpt tinggal keras kunjung eks napiter jatim https t co yvf6gd5e1o,"['bnpt', 'tinggal', 'keras', 'kunjung', 'eks', 'napiter', 'jatim', 'https', 't', 'co', 'yvf6gd5e1o']",-5,-1
skups penuh keras anak kucing takut,"['skups', 'penuh', 'keras', 'anak', 'kucing', 'takut']",-3,-1
kapolresta pekanbaru kombes pol jefri r p siagian s i k m h damping pju polresta pekanbaru laksana press release ungkap laku tindak pidana curi keras peras ancam n n togetherwearestrong n sicepatpresisi https t co losznkp8zt,"['kapolresta', 'pekanbaru', 'kombes', 'pol', 'jefri', 'r', 'p', 'siagian', 's', 'i', 'k', 'm', 'h', 'damping', 'pju', 'polresta', 'pekanbaru', 'laksana', 'press', 'release', 'ungkap', 'laku', 'tindak', 'pidana', 'curi', 'keras', 'peras', 'ancam', 'n', 'n', 'togetherwearestrong', 'n', 'sicepatpresisi', 'https', 't', 'co', 'losznkp8zt']",-11,-1
